movie_title,movie_type,movie_content,movie_img,movie_open_date,movie_rating,movie_runtime,movie_actor,movie_director,movie_country,movie_seq
엑스맨: 다크 피닉스,"액션, 모험, SF","어린 시절 비극적 교통사고로 자신의 능력을 알게 된 진 그레이는
 자비에 영재학교에서 새로운 가족을 맞이하게 된다.
 엄청난 잠재적 능력을 지닌 그녀는 엑스맨으로 성장해 우주에서 구조 임무를 수행하던 중
 목숨을 잃을 뻔한 사고를 겪는다. 예기치 못한 사고 이후 폭주하는 힘과
 억눌려왔던 어둠에 눈을 뜨게 된 진 그레이는 엑스맨의 가장 강력하고 파괴적인 적,
 다크 피닉스로 변하게 된다. 프로페서 X는 물론 매그니토까지 능가하는 두려운 존재가 된 그녀 앞에
 힘을 이용하려는 미스터리한 외계 존재가 나타나 그녀를 뒤흔들고,
 지금까지 엑스맨이 이뤄온 모든 것들이 무너지는 가운데
 엑스맨은 사랑하는 친구이자 가장 강력한 적이 된 다크 피닉스와 맞서야 하는데…",엑스맨 다크 피닉스.jpg,2019.06.05,5.89,114분,"제임스 맥어보이(찰스 자비에 / 프로페서 X), 마이클 패스벤더(에릭 랜셔 / 매그니토), 제니퍼 로렌스(레이븐 다크홈 / 미스틱)",사이먼 킨버그,미국,228
맨 인 블랙: 인터내셔널,"액션, 코미디, SF","자신의 모습을 감추고 오랜 시간 지구를 위협해 온 외계인을 감시하는 MIB본부.
 MIB 본부에도 변화가 요구되면서 신입요원 에이전트 M(테사 톰슨)이 영입되고
 MIB 에이스 요원 에이전트 H(크리스 헴스워스)가 듀오로 결성 된다!
 그들에겐 MIB 내부의 스파이를 찾아야 하는 전대미문의 미션이 주어지는데…",맨 인 블랙 인터내셔널.jpg,2019.06.12,5.06,115분,"크리스 헴스워스(에이전트 H), 테사 톰슨(에이전트 M)",F. 게리 그레이,미국,229
레드슈즈,"애니메이션, 모험, 코미디, 판타지, 멜로/로맨스","사건 사고가 끊이지 않는 동화의 섬. 사라진 아빠를 찾던 화이트 왕국의 공주는
 우연히 마법구두를 신고 이전과 완벽하게 다른 ‘레드슈즈’로 거듭난다.
 한편, 초록색 난쟁이가 된 일곱 왕자들은 우연히 자신들의 집에 머물게 된 '레드슈즈’가
 저주를 풀 유일한 희망이라 생각해 그녀를 돕기 시작하고, 영원한 아름다움을 꿈꾸는 왕비 ‘레지나’는
 마법구두를 신고 성을 빠져나간 ‘레드슈즈’를 쫓기 시작하는데…
 
 위기에 빠진 동화의 섬,
 레드슈즈, 그리고 일곱 왕자들의 운명은?",레드슈즈.jpg,2019.07.25,9.23,92분,"클로이 모레츠(스노우 화이트 목소리), 샘 클라플린(멀린 목소리), 지나 거손(레지나 목소리)",홍성호,대한민국,230
나이브스 아웃,"미스터리, 스릴러","베스트셀러 미스터리 작가가 85세 생일에 숨진 채 발견된다.
 그의 죽음의 원인을 파헤치기 위해 경찰과 함께 탐정 브누아 블랑이 파견 되는데…",나이브스 아웃.jpg,2021.01.14,9.11,130분,"다니엘 크레이그(브누아 블랑), 크리스 에반스(랜섬), 아나 디 아르마스(마르타)",라이언 존슨,미국,231
뽀로로 극장판 보물섬 대모험,애니메이션,"전설 속 보물을 찾아 떠난 뽀로로와 친구들은
 우연히 손에 넣은 지도를 따라 신비의 보물섬에 도착한다.
 
 그곳에서 사라진 실버 선장을 만나
 비밀을 간직한 보물섬의 수수께끼를 풀어내지만,
 악당 블랙 선장과 보물섬의 괴물로 인해 위기에 빠지는데...
 
 과연 뽀로로와 친구들은 전설의 보물을 찾을 수 있을까?",뽀로로 극장판 보물섬 대모험.jpg,2019.04.25,9.29,79분,"이선(뽀로로 목소리), 이미자(크롱 목소리), 김현지(에디 목소리)","김현호, 윤창섭",대한민국,232
캣츠,"뮤지컬, 드라마","1년에 단 하루, 새로운 삶을 살 수 있는 고양이를 선택하는 운명의 밤.
 기적 같은 기회를 잡기 위한 축제가 점점 무르익는 동안 뜻하지 않은 위기가 찾아오는데…",캣츠.jpg,2019.12.24,4.53,109분,"제니퍼 허드슨(그리자벨라), 테일러 스위프트(봄발루리나), 이드리스 엘바(맥캐버티)",톰 후퍼,"미국 , 영국",233
날씨의 아이,애니메이션,"비가 그치지 않던 어느 여름날,
 가출 소년 ‘호다카’는 수상한 잡지사에 취직하게 되고
 비밀스러운 소녀 ‘히나’를 우연히 만난다.
 
 “지금부터 하늘이 맑아질 거야”
 
 그녀의 기도에 거짓말 같이 빗줄기는 멈추고,
 사람들의 얼굴에 환한 빛이 내려온다.
 
 “신기해, 날씨 하나에 사람들의 감정이 이렇게나 움직이다니”
 
 하지만, 맑음 뒤 흐림이 찾아오듯
 두 사람은 엄청난 세계의 비밀을 마주하게 되는데…
 
 흐리기만 했던 세상이 빛나기 시작했고, 그 끝에는 네가 있었다.",날씨의 아이.jpg,2021.09.09,7.97,112분,"심규혁(호다카), 김유림(히나), 최한(스가)",신카이 마코토,일본,234
신과함께-인과 연,"판타지, 드라마","천 년 동안 48명의 망자를 환생시킨 저승 삼차사, 한 명만 더 환생시키면 그들도 새로운 삶을 얻을 수 있다.
 하지만 강림(하정우)은 원귀였던 수홍(김동욱)을 자신들의 마지막 귀인으로 정하는 이해할 수 없는 선택을 한다.
 저승법 상 원귀는 소멸되어야 마땅하나 염라대왕(이정재)은 저승 삼차사에게 새로운 조건을 내걸며 강림의 제안을 수락한다.
 염라의 조건은 성주신(마동석)이 버티고 있어 저승 차사들이 가는 족족 실패하는 허춘삼 노인을 수홍의 재판이 끝나기 전까지 저승으로 데려오는 것.
 
 허춘삼을 데리러 이승으로 내려간 해원맥(주지훈)과 덕춘(김향기), 하지만 성주신의 막강한 힘 앞에 속수무책으로 당하기만 하던 중 우연히 그가 천 년 전 과거에 해원맥과 덕춘을 저승으로 데려간 저승 차사였다는 사실을 알게 된다.
 스스로도 기억 못 하는 과거에 대한 호기심으로 해원맥과 덕춘은 성주신과 거래를 시작하는데…
 
 이승과 저승, 현재와 과거를 오가는 천 년의 비밀이 밝혀진다!",신과함께-인과 연.jpg,2021.01.21,7.7,141분,"하정우(강림), 주지훈(해원맥), 김향기(덕춘)",김용화,대한민국,235
어벤져스: 인피니티 워,"액션, 모험, 판타지, SF","새로운 조합을 이룬 어벤져스,
 역대 최강 빌런 타노스에 맞서 세계의 운명이 걸린
 인피니티 스톤을 향한 무한 대결이 펼쳐진다!
 
 마블의 클라이맥스를 목격하라!",어벤져스 인피니티 워.jpg,2018.04.25,8.97,149분,"로버트 다우니 주니어(토니 스타크 / 아이언맨), 조슈 브롤린(타노스), 크리스 헴스워스(토르)","안소니 루소, 조 루소",미국,236
보헤미안 랩소디,드라마,"공항에서 수하물 노동자로 일하며 음악의 꿈을 키우던 이민자 출신의 아웃사이더 ‘파록버사라’
 보컬을 구하던 로컬 밴드에 들어가게 되면서 ‘프레디 머큐리’라는 이름으로 밴드 ‘퀸’을 이끌게 된다.
 
 시대를 앞서가는 독창적인 음악과 화려한 퍼포먼스로 관중들을 사로잡으며 성장하던 ‘퀸’은
 라디오와 방송에서 외면을 받을 것이라는 음반사의 반대에도 불구하고
 무려 6분 동안 이어지는 실험적인 곡 ‘보헤미안 랩소디’로 대성공을 거두며 월드스타 반열에 오른다.
 
 그러나 독보적인 존재감을 뿜어내던 ‘프레디 머큐리’는 솔로 데뷔라는 유혹에 흔들리게 되고
 결국 오랜 시간 함께 해왔던 멤버들과 결별을 선언하게 되는데…
 
 세상에서 소외된 아웃사이더에서 전설의 록밴드 ‘퀸’이 되기까지,
 우리가 몰랐던 그들의 진짜 이야기가 시작된다!",보헤미안 랩소디.jpg,2018.10.31,9.42,134분,"라미 말렉(프레디 머큐리), 루시 보인턴(메리 오스틴), 귈림 리(브라이언 메이)",브라이언 싱어,"미국 , 영국",237
미션 임파서블: 폴아웃,"액션, 모험, 스릴러","도난당한 핵무기를 되찾아 오는 위험천만한 작전 중, 에단 헌트(톰 크루즈)는 임무를 포기하고, 팀원의 목숨을 구하는 선택을 한다.
 이제, 핵무기는 문명을 무너뜨리려는 사악한 테러조직의 손에 넘어갔다.
 세계를 멸망시킬 핵 재앙을 막기 위해 세계 최강 스파이기관, IMF의 에단 헌트와 정예 요원들(사이먼 페크, 빙 라메스, 레베카 퍼거슨)은 숙명의 라이벌, 중앙정보국 CIA의 상급 요원(헨리 카빌)과 불편한 동맹을 맺어야만 한다.
 이보다 더 불가능한 미션은 없었다!
 역대 최대 규모, 최강 액션을 기대하라!",미션 임파서블 폴아웃.jpg,2018.07.25,9.12,147분,"톰 크루즈(에단 헌트), 헨리 카빌(어거스트 워커), 사이먼 페그(벤지 던)",크리스토퍼 맥쿼리,미국,238
쥬라기 월드: 폴른 킹덤,"액션, 모험, SF","지상 최대의 테마파크 ‘쥬라기 월드’가 폐쇄된 이후 화산 폭발 조짐이 일어나자,
 오웬(크리스 프랫)과 클레어(브라이스 달라스 하워드)는 공룡들의 멸종을 막기 위해
 이슬라 누블라 섬으로 떠난다.
 
 한편, 진화된 공룡들을 이용하려는 세력의 거대한 음모가 드러나고,
 절대 지상에 존재해선 안될 위협적 공룡들이 마침내 세상 밖으로 등장하게 되는데…
 
 공룡들의 세상이 돌아온다!",쥬라기 월드 폴른 킹덤.jpg,2018.06.06,8.0,127분,"크리스 프랫(오웬 그래디), 브라이스 달라스 하워드(클레어 디어링)",후안 안토니오 바요나,"미국 , 스페인",239
앤트맨과 와스프,"액션, 모험, SF","‘시빌 워’ 사건 이후 은둔하며 히어로와 가장의 역할 사이에서 고민 중이던
 ‘앤트맨’과 새로운 파트너 ‘와스프’ 앞에 정체불명의 빌런 ‘고스트’가 등장한다.
 시공간의 개념이 사라진 양자 영역으로 들어갈 수 있는 기술을 훔쳐 달아난
 고스트를 쫓던 앤트맨과 와스프는 상상도 못했던 상황에 직면하는데…",앤트맨과 와스프.jpg,2018.07.04,8.62,118분,"폴 러드(스캇 랭 / 앤트맨), 에반젤린 릴리(호프 반 다인 / 와스프), 마이클 더글라스(행크 핌 박사)",페이튼 리드,미국,240
안시성,액션,"우리는 물러서는 법을 배우지 못했다!
 우리는 무릎 꿇는 법을 배우지 못했다!
 우리는 항복이라는 걸 배우지 못했다!
 
 천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다.
 20만 당나라 최강 대군 VS 5천명의 안시성 군사들.
 40배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데…
 
 동아시아 역사상 가장 위대한 승리를 이끈 안시성 전투가 시작된다!",안시성.jpg,2018.09.19,7.99,135분,"조인성(양만춘), 남주혁(사물), 박성웅(이세민)",김광식,대한민국,241
블랙 팬서,"액션, 드라마, SF","‘시빌 워’ 이후 와칸다의 왕위를 계승한 티찰라(채드윅 보스만)는
 와칸다에만 존재하는 최강 희귀 금속 ‘비브라늄’과
 왕좌를 노리는 숙적들의 음모가 전세계적인 위협으로 번지자
 세상을 구할 히어로 ‘블랙 팬서’로서 피할 수 없는 전쟁에 나서는데…",블랙 팬서.jpg,2018.02.14,7.51,135분,채드윅 보스만(티찰라 / 블랙 팬서),라이언 쿠글러,미국,242
완벽한 타인,"드라마, 코미디","우리 게임 한 번 해볼까? 다들 핸드폰 올려봐
 저녁 먹는 동안 오는 모든 걸 공유하는 거야
 전화, 문자, 카톡, 이메일 할 것 없이 싹!
 
 오랜만의 커플 모임에서 한 명이 게임을 제안한다.
 바로 각자의 핸드폰을 테이블 위에 올려두고
 통화 내용부터 문자와 이메일까지 모두 공유하자고 한 것.
 흔쾌히 게임을 시작하게 된 이들의 비밀이 핸드폰을 통해 들통나면서
 처음 게임을 제안했던 것과는 전혀 다른 상상치 못한 결말로 흘러가는데….
 상상한 모든 예측이 빗나간다!",완벽한 타인.jpg,2018.10.31,8.61,115분,"유해진(태수), 조진웅(석호), 이서진(준모)",이재규,대한민국,243
독전,"범죄, 액션","의문의 폭발 사고 후,
 오랫동안 마약 조직을 추적해온 형사 ‘원호’(조진웅)의 앞에
 조직의 후견인 ‘오연옥’(김성령)과 버림받은 조직원 ‘락’(류준열)이 나타난다.
 그들의 도움으로 아시아 마약 시장의 거물 ‘진하림’(김주혁)과
 조직의 숨겨진 인물 ‘브라이언’(차승원)을 만나게 되면서
 그 실체에 대한 결정적 단서를 잡게 되는데…
 
 끝까지 의심하라!
 독한 자들의 전쟁이 시작된다!",독전.jpg,2018.07.18,7.53,123분,"조진웅(원호), 류준열(락), 김주혁(진하림)",이해영,대한민국,244
아쿠아맨,"액션, 모험, SF","땅의 아들이자 바다의 왕, 심해의 수호자인 슈퍼히어로 아쿠아맨의 탄생을 그린 액션 블록버스터",아쿠아맨.jpg,2018.12.19,8.36,143분,"제이슨 모모아(아서 커리 / 아쿠아맨), 앰버 허드(메라), 니콜 키드먼(아틀라나 여왕)",제임스 완,"미국 , 오스트레일리아",245
공작,드라마,"1993년, 북한 핵 개발을 둘러싸고 한반도의 위기가 고조된다.
 정보사 소령 출신으로 안기부에 스카우트된 박석영(황정민)은 ‘흑금성’이라는 암호명으로
 북핵의 실체를 캐기 위해 북의 고위층 내부로 잠입하라는 지령을 받는다.
 안기부 해외실장 최학성(조진웅)과 대통령 외에는 가족조차도 그의 실체를 모르는 가운데
 대북사업가로 위장해 베이징 주재 북 고위간부 리명운(이성민)에게 접근한 흑금성.
 그는 수 년에 걸친 공작 끝에, 리명운과 두터운 신의를 쌓고
 그를 통해서, 북한 권력층의 신뢰를 얻는데 성공한다.
 그러나, 1997년. 남의 대선 직전에 흑금성은 남과 북의 수뇌부 사이 은밀한 거래를 감지한다.
 조국을 위해 굳은 신념으로 모든 것을 걸고 공작을 수행했던 그는 걷잡을 수 없는 갈등에 휩싸이는데…",공작.jpg,2018.08.08,6.84,137분,"황정민(흑금성(박석영)), 이성민(리명운), 조진웅(최학성)",윤종빈,대한민국,246
베놈,"액션, SF, 스릴러","진실을 위해서라면 몸을 사리지 않는 정의로운 열혈 기자 '에디 브록'
 거대 기업 라이프 파운데이션의 뒤를 쫓던 그는
 이들의 사무실에 잠입했다가 실험실에서
 외계 생물체 '심비오트'의 기습 공격을 받게 된다.
 
 '심비오트'와 공생하게 된 '에디 브록'은
 마침내 한층 강력한 '베놈'으로 거듭나고,
 악한 존재만을 상대하려는 '에디 브록'의 의지와 달리
 '베놈'은 난폭한 힘을 주체하지 못하는데…!
 
 지배할 것인가, 지배당할 것인가",베놈.jpg,2018.10.03,7.91,107분,"톰 하디(에디 브록 / 베놈), 미셸 윌리엄스(앤 웨잉)",루벤 플레셔,미국,247
암수살인,"범죄, 드라마","“일곱, 총 일곱 명 입니다. 제가 죽인 사람들예.”
 수감된 살인범 강태오(주지훈)는 형사 김형민(김윤석)에게 추가 살인을 자백한다.
 형사의 직감으로 자백이 사실임을 확신하게 된 형민은, 태오가 적어준 7개의 살인 리스트를 믿고 수사에 들어간다.
 
 “이거 못 믿으면 수사 못한다. 일단 무조건 믿고, 끝까지 의심하자.”
 태오의 추가 살인은 세상에 알려지지 않은 암수사건.
 형민은 태오가 거짓과 진실을 교묘히 뒤섞고 있다는 걸 알게 되지만 수사를 포기하지 않는다.
 그러나 다가오는 공소시효와 부족한 증거로 인해 수사는 난항을 겪게 되는데…",암수살인.jpg,2018.10.03,8.33,110분,"김윤석(김형민), 주지훈(강태오)",김태균,대한민국,248
